Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,19: Zadana vrijednost [%],19: Mjerena vrijednost [%],19: Greška mjerenja [ % ],19: Dozvoljeno odstupanje  [ ± % ],19: Usklađeno,20: Zadana vrijednost [%],20: Mjerena vrijednost [%],20: Greška mjerenja [ % ],20: Dozvoljeno odstupanje  [ ± % ],20: Usklađeno,21: Zadana vrijednost [%],21: Mjerena vrijednost [%],21: Greška mjerenja [ % ],21: Dozvoljeno odstupanje  [ ± % ],21: Usklađeno,22: Zadana vrijednost [%],22: Mjerena vrijednost [],22: Greška mjerenja [ % ],22: Dozvoljeno odstupanje  [ ± % ],22: Usklađeno,23: Zadana vrijednost [%],23: Mjerena vrijednost [%],23: Greška mjerenja [ % ],23: Dozvoljeno odstupanje  [ ± % ],23: Usklađeno,Napomena
1374/23,1374/VL/23,6.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,MAQUET,FLOW-I,6633,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,187,"6,5",10,DA,400,363,"9,25",10,DA,600,543,"9,5",10,DA,800,727,"9,13",10,DA,1000,937,"6,3",10,DA,Koncentracija anestezioloških gasova,1,"1,01","0,01",1,DA,2,"1,96","0,04",1,DA,4,"3,74","0,26",1,DA,6,"5,57","0,43",1,DA,8,"7,56","0,44",1,DA,
1389/23,1389/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,MINDRAY,WATO EX-65 PRO,KJ-6C4038,DA,DA,DA,DA,DA,Volumen,100,104,4,10,DA,200,198,1,10,DA,400,377,"5,75",10,DA,600,556,"7,33",10,DA,800,748,"6,5",10,DA,1000,913,"8,7",10,DA,Koncentracija anestezioloških gasova,1,"1,14","0,14",1,DA,2,"2,16","0,16",1,DA,3,"2,89","0,11",1,DA,4,"3,91","0,09",1,DA,5,"4,82","0,18",1,DA,
1383/23,1383/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ASLC-0144,DA,DA,DA,DA,DA,Volumen,100,104,4,10,DA,200,190,5,10,DA,400,375,"6,25",10,DA,600,586,"2,33",10,DA,800,744,7,10,DA,1000,957,"4,3",10,DA,Koncentracija anestezioloških gasova,1,"0,98","0,02",1,DA,2,"2,01","0,01",1,DA,3,"2,91","0,09",1,DA,4,"3,91","0,09",1,DA,5,"4,85","0,15",1,DA,
1386/23,1386/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ARZH-0242,DA,DA,DA,DA,DA,Volumen,100,99,1,10,DA,200,186,7,10,DA,400,364,9,10,DA,600,554,"7,67",10,DA,800,738,"7,75",10,DA,1000,922,"7,8",10,DA,Koncentracija anestezioloških gasova,1,"1,08","0,08",1,DA,2,"2,03","0,03",1,DA,3,"2,83","0,17",1,DA,4,"3,76","0,24",1,DA,5,"4,92","0,08",1,DA,
1384/23,1384/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ASLC-0140,DA,DA,DA,DA,DA,Volumen,100,104,4,10,DA,200,191,"4,5",10,DA,400,363,"9,25",10,DA,600,554,"7,67",10,DA,800,729,"8,88",10,DA,1000,935,"6,5",10,DA,Koncentracija anestezioloških gasova,1,"1,03","0,03",1,DA,2,"1,84","0,16",1,DA,3,"3,17","0,17",1,DA,4,"3,95","0,05",1,DA,5,"4,61","0,39",1,DA,
1387/23,1387/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,GE Datex Ohmeda,AESPIRE VIEW,APHU00935,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,186,7,10,DA,400,372,7,10,DA,600,562,"6,33",10,DA,800,777,"2,88",10,DA,1000,919,"8,1",10,DA,Koncentracija anestezioloških gasova,1,"0,95","0,05",1,DA,2,"1,96","0,04",1,DA,3,"2,89","0,11",1,DA,4,"3,94","0,06",1,DA,5,"4,83","0,17",1,DA,
1385/23,1385/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ASLC-0143,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,187,"6,5",10,DA,400,369,"7,75",10,DA,600,568,"5,33",10,DA,800,728,9,10,DA,1000,931,"6,9",10,DA,Koncentracija anestezioloških gasova,1,"1,19","0,19",1,DA,2,"1,83","0,17",1,DA,3,"3,08","0,08",1,DA,4,"4,18","0,18",1,DA,5,"4,74","0,26",1,DA,
1388/23,1388/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,MAQUET,FLOW-I,4245,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,187,"6,5",10,DA,400,375,"6,25",10,DA,600,548,"8,67",10,DA,800,741,"7,38",10,DA,1000,932,"6,8",10,DA,Koncentracija anestezioloških gasova,1,"0,92","0,08",1,DA,2,"1,96","0,04",1,DA,3,"3,03","0,03",1,DA,4,"3,94","0,06",1,DA,5,"4,9","0,1",1,DA,
1390/23,1390/VL/23,7.4.2023.,Završena,Narudžbenica br. 393 od 22.03.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ASLC-0147,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,187,"6,5",10,DA,400,382,"4,5",10,DA,600,576,4,10,DA,800,740,"7,5",10,DA,1000,920,8,10,DA,Koncentracija anestezioloških gasova,1,"1,08","0,08",1,DA,2,"1,94","0,06",1,DA,3,"3,08","0,08",1,DA,4,"4,08","0,08",1,DA,5,"4,89","0,11",1,DA,
1429/23,1429/VL/23,12.4.2023.,Završena,Narudžbenica od 12.04.2023.,Komparativna,Prva,LOWENSTEIN MEDICAL,LEON PLUS NEO,0200010HUL31910203,DA,DA,DA,DA,DA,Volumen,300,277,"7,67",10,DA,400,379,"5,25",10,DA,500,459,"8,2",10,DA,600,558,7,10,DA,800,757,"5,38",10,DA,1000,925,"7,5",10,DA,Koncentracija anestezioloških gasova,1,"1,06","0,06",1,DA,2,"1,75","0,25",1,DA,3,"2,93","0,07",1,DA,4,"4,23","0,23",1,DA,5,"4,86","0,14",1,DA,
1464/23,1464/VL/23,17.4.2023.,Završena,Narudžbenica od 17.04.2023.,Komparativna,Redovna,MINDRAY,Wato EX-55,ES-3B001262,DA,DA,DA,DA,DA,Volumen,100,105,5,10,DA,200,193,"3,5",10,DA,400,387,"3,25",10,DA,600,598,"0,33",10,DA,800,788,"1,5",10,DA,1000,984,"1,6",10,DA,Koncentracija anestezioloških gasova,1,"0,94","0,06",1,DA,2,"2,05","0,05",1,DA,3,"2,91","0,09",1,DA,4,"3,93","0,07",1,DA,5,"4,9","0,1",1,DA,
1466/23,1466/VL/23,17.4.2023.,Završena,Narudžbenica br. 32-04-2465/22-848 od 14.04.2023.,Komparativna,Redovna,LOWENSTEIN MEDICAL,LEON PLUS NEO,0200010HUL30908085,DA,DA,DA,DA,DA,Volumen,300,307,"2,33",10,DA,400,389,"2,75",10,DA,500,494,"1,2",10,DA,600,603,"0,5",10,DA,800,798,"0,25",10,DA,1000,990,1,10,DA,Koncentracija anestezioloških gasova,1,1,0,1,DA,2,"2,09","0,09",1,DA,3,"2,88","0,12",1,DA,4,"3,95","0,05",1,DA,5,"4,53","0,47",1,DA,
1467/23,1467/VL/23,17.4.2023.,Završena,Narudžbenica br. 32-04-2465/22-848 od 14.04.2023.,Komparativna,Redovna,LOWENSTEIN MEDICAL,LEON PLUS NEO,0200010HUL30908084,DA,DA,DA,DA,DA,Volumen,300,275,"8,33",10,DA,400,364,9,10,DA,500,465,7,10,DA,600,556,"7,33",10,DA,800,734,"8,25",10,DA,1000,920,8,10,DA,Koncentracija anestezioloških gasova,1,"0,95","0,05",1,DA,2,"1,92","0,08",1,DA,3,"2,92","0,08",1,DA,4,"3,99","0,01",1,DA,5,"4,57","0,43",1,DA,
1468/23,1468/VL/23,17.4.2023.,Završena,Narudžbenica br. 32-04-2465/22-848 od 14.04.2023.,Komparativna,Redovna,LOWENSTEIN MEDICAL,LEON PLUS NEO,0200010HUL31708559,DA,DA,DA,DA,DA,Volumen,300,274,"8,67",10,DA,400,367,"8,25",10,DA,500,462,"7,6",10,DA,600,556,"7,33",10,DA,800,748,"6,5",10,DA,1000,920,8,10,DA,Koncentracija anestezioloških gasova,1,"0,95","0,05",1,DA,2,"1,97","0,03",1,DA,3,"2,91","0,09",1,DA,4,"3,82","0,18",1,DA,5,"4,22","0,78",1,DA,
1595/23,1595/VL/23,5.5.2023.,Završena,5/5/2023,Komparativna,Redovna,MINDRAY,WATO EX - 35,KG-93003637,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,180,10,10,DA,400,373,"6,75",10,DA,600,544,"9,33",10,DA,800,733,"8,38",10,DA,1000,915,"8,5",10,DA,Koncentracija anestezioloških gasova,1,"0,92","0,08",1,DA,2,"1,95","0,05",1,DA,3,"2,9","0,1",1,DA,4,"3,88","0,12",1,DA,5,"4,84","0,16",1,DA,
1596/23,1596/VL/23,8.5.2023.,Završena,5/8/2023,Komparativna,Redovna,MINDRAY,WATO EX-65,KT-9B003364,DA,DA,DA,DA,DA,Volumen,100,91,9,10,DA,200,192,4,10,DA,400,369,"7,75",10,DA,600,556,"7,33",10,DA,800,741,"7,38",10,DA,1000,937,"6,3",10,DA,Koncentracija anestezioloških gasova,1,"0,89","0,11",1,DA,2,"1,93","0,07",1,DA,3,"2,92","0,08",1,DA,4,"3,78","0,22",1,DA,5,"4,82","0,18",1,DA,
1676/23,1676/VL/23,11.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,LOWENSTEIN MEDICAL,LEON PLUS,0200010HUL31308131,DA,DA,DA,DA,DA,Volumen,100,"92,35","7,65",10,DA,200,"198,7","0,65",10,DA,400,"367,5","8,13",10,DA,600,"550,87","8,19",10,DA,800,"735,6","8,05",10,DA,1000,"920,34","7,97",10,DA,Koncentracija anestezioloških gasova,1,"0,92","0,08",1,DA,2,"1,92","0,08",1,DA,3,"2,87","0,13",1,DA,4,"3,95","0,05",1,DA,5,"4,87","0,13",1,DA,
1696/23,1696/VL/23,11.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ARXH-0240,DA,DA,DA,DA,DA,Volumen,100,"98,79","1,21",10,DA,200,"199,65","0,17",10,DA,400,"389,65","2,59",10,DA,600,"570,8","4,87",10,DA,800,"759,87","5,02",10,DA,1000,"987,3","1,27",10,DA,Koncentracija anestezioloških gasova,1,"0,98","0,02",1,DA,2,"1,99","0,01",1,DA,3,"2,89","0,11",1,DA,4,"3,68","0,32",1,DA,5,"4,76","0,24",1,DA,
1699/23,1699/VL/23,11.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,Datex Ohmeda,AVANCE CS2 PRO,APKU01089,DA,DA,DA,DA,DA,Volumen,100,"97,6","2,4",10,DA,200,"198,7","0,65",10,DA,400,"369,84","7,54",10,DA,600,"578,96","3,51",10,DA,800,"764,91","4,39",10,DA,1000,"950,4","4,96",10,DA,Koncentracija anestezioloških gasova,1,"0,96","0,04",1,DA,2,"1,79","0,21",1,DA,3,"2,69","0,31",1,DA,4,"3,88","0,12",1,DA,5,"4,79","0,21",1,DA,
1697/23,1697/VL/23,11.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,DRAGER,PRIMUS,ARXH-0241,DA,DA,DA,DA,DA,Volumen,100,"99,6","0,4",10,DA,200,"189,42","5,29",10,DA,400,"378,5","5,38",10,DA,600,"570,8","4,87",10,DA,800,"753,29","5,84",10,DA,1000,"979,12","2,09",10,DA,Koncentracija anestezioloških gasova,1,"0,91","0,09",1,DA,2,"1,95","0,05",1,DA,3,"2,39","0,61",1,DA,4,"3,59","0,41",1,DA,5,"4,69","0,31",1,DA,
1698/23,1698/VL/23,11.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Prva,GE - General Electric,CARESTATION 750,SQ522340023WA,DA,DA,DA,DA,DA,Volumen,100,"98,6","1,4",10,DA,200,"198,7","0,65",10,DA,400,"386,2","3,45",10,DA,600,"569,3","5,12",10,DA,800,"787,29","1,59",10,DA,1000,"954,3","4,57",10,DA,Koncentracija anestezioloških gasova,1,"0,89","0,11",1,DA,2,"1,8","0,2",1,DA,3,"2,7","0,3",1,DA,4,"3,89","0,11",1,DA,5,"4,56","0,44",1,DA,
1706/23,1706/VL/23,12.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,Medec,TRITON,46925,DA,DA,DA,DA,DA,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,Koncentracija anestezioloških gasova,1,"0,89","0,11",1,DA,2,"1,89","0,11",1,DA,3,"2,93","0,07",1,DA,4,"3,79","0,21",1,DA,5,"4,62","0,38",1,DA,
1703/23,1703/VL/23,12.5.2023.,Završena,Ugovor 01/6-JN-14/15-23 od 17.04.2023.,Komparativna,Redovna,Heinen Lowenstein,LEON PLUS,0209100HUL,DA,DA,DA,DA,DA,Volumen,100,"96,5","3,5",10,DA,200,"189,8","5,1",10,DA,400,"397,6","0,6",10,DA,600,"589,7","1,72",10,DA,800,"784,3","1,96",10,DA,1000,"953,2","4,68",10,DA,Koncentracija anestezioloških gasova,1,"0,98","0,02",1,DA,2,"1,89","0,11",1,DA,3,"2,75","0,25",1,DA,4,"3,5","0,5",1,DA,5,"4,69","0,31",1,DA,
1736/23,1736/VL/23,16.5.2023.,Završena,BR. 32/23 od 29.3.2.23,Komparativna,Prva,GE - General Electric,B155M,SQS22340007WA,DA,DA,DA,DA,DA,Volumen,100,"98,6","1,4",10,DA,200,"196,3","1,85",10,DA,400,"398,3","0,42",10,DA,600,"598,5","0,25",10,DA,800,"799,7","0,04",10,DA,1000,"997,3","0,27",10,DA,Koncentracija anestezioloških gasova,1,"0,95","0,05",1,DA,2,"1,97","0,03",1,DA,3,"2,89","0,11",1,DA,4,"3,76","0,24",1,DA,5,"4,78","0,22",1,DA,
1867/23,1867/VL/23,23.5.2023.,Završena,Narudžbenica br. 14/23 od 08.05.2023.,Komparativna,Redovna,DRAGER,TITUS & VENTILOG 2,ARFJ-0066,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,388,3,10,DA,600,572,"4,67",10,DA,800,771,"3,62",10,DA,1000,931,"6,9",10,DA,Koncentracija anestezioloških gasova,1,"0,84","0,16",1,DA,2,"1,6","0,4",1,DA,3,"2,72","0,28",1,DA,4,"3,54","0,46",1,DA,5,"4,39","0,61",1,DA,
1967/23,1967/VL/23,9.6.2023.,Završena,Ugovor 01-445-10/23 od 11.05.2023.,Komparativna,Redovna,MINDRAY,WATO EX-65,ER-5B003705,DA,DA,DA,DA,DA,Volumen,100,92,8,10,DA,200,190,5,10,DA,400,378,"5,5",10,DA,600,564,6,10,DA,800,749,"6,38",10,DA,1000,932,"6,8",10,DA,Koncentracija anestezioloških gasova,1,"0,56","0,44",1,DA,2,"1,6","0,4",1,DA,3,"2,38","0,62",1,DA,4,"3,5","0,5",1,DA,5,"4,34","0,66",1,DA,
1962/23,1962/VL/23,9.6.2023.,Završena,Ugovor 01-445-10/23 od 11.05.2023.,Komparativna,Redovna,MINDRAY,WATO EX-55,DB-19101265,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,192,4,10,DA,400,376,6,10,DA,600,561,"6,5",10,DA,800,746,"6,75",10,DA,1000,932,"6,8",10,DA,Koncentracija anestezioloških gasova,1,"0,71","0,29",1,DA,2,"1,66","0,34",1,DA,3,"2,54","0,46",1,DA,4,"3,58","0,42",1,DA,5,"4,67","0,33",1,DA,
1964/23,1964/VL/23,9.6.2023.,Završena,Ugovor 01-445-10/23 od 11.05.2023.,Komparativna,Redovna,MINDRAY,WATO EX-55,ES-42001464,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,194,3,10,DA,400,374,"6,5",10,DA,600,570,5,10,DA,800,775,"3,13",10,DA,1000,945,"5,5",10,DA,Koncentracija anestezioloških gasova,1,"0,7","0,3",1,DA,2,"1,55","0,45",1,DA,3,"2,66","0,34",1,DA,4,"3,51","0,49",1,DA,5,"4,62","0,38",1,DA,
1961/23,1961/VL/23,9.6.2023.,Završena,Ugovor 01-445-10/23 od 11.05.2023.,Komparativna,Redovna,GE - General Electric,CARESTATION 750,SQS22340015WA,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,195,"2,5",10,DA,400,390,"2,5",10,DA,600,584,"2,67",10,DA,800,780,"2,5",10,DA,1000,951,"4,9",10,DA,Koncentracija anestezioloških gasova,1,"0,74","0,26",1,DA,2,"1,66","0,34",1,DA,3,"2,51","0,49",1,DA,4,"3,56","0,44",1,DA,5,"4,63","0,37",1,DA,
2093/23,2093/VL/23,14.6.2023.,Završena,5/5/2023,Komparativna,Redovna,DRAGER,SULLA 800V,888,DA,DA,DA,DA,DA,Volumen,100,"99,8","0,2",10,DA,200,"198,9","0,55",10,DA,400,"379,5","5,13",10,DA,600,"598,2","0,3",10,DA,800,"776,4","2,95",10,DA,1000,"967,4","3,26",10,DA,Koncentracija anestezioloških gasova,1,"0,82","0,18",1,DA,2,"1,76","0,24",1,DA,3,"2,87","0,13",1,DA,4,"3,76","0,24",1,DA,5,"4,56","0,44",1,DA,
2283/23,2283/VL/23,30.6.2023.,Završena,Narudžbenica od 30.06.2023.,Komparativna,Redovna,MINDRAY,WATO EX-65,KT85001640,DA,DA,DA,DA,DA,Volumen,100,92,8,10,DA,200,191,"4,5",10,DA,400,388,3,10,DA,600,573,"4,5",10,DA,800,760,5,10,DA,1000,970,3,10,DA,Koncentracija anestezioloških gasova,1,"0,77","0,23",1,DA,2,"1,69","0,31",1,DA,3,"2,62","0,38",1,DA,4,"3,6","0,4",1,DA,5,"4,44","0,56",1,DA,
2296/23,2296/VL/23,30.6.2023.,Završena,Narudžbenica od 14.06.2023.,Komparativna,Redovna,Datex Ohmeda,AESPIRE,AMXL01845,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,371,"7,25",10,DA,600,572,"4,67",10,DA,800,740,"7,5",10,DA,1000,925,"7,5",10,DA,Koncentracija anestezioloških gasova,1,"0,86","0,14",1,DA,2,"1,7","0,3",1,DA,3,"2,73","0,27",1,DA,4,"3,66","0,34",1,DA,5,"4,28","0,72",1,DA,
2354/23,2354/VL/23,4.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,FLOW-i,5864,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,192,4,10,DA,400,387,"3,25",10,DA,600,586,"2,33",10,DA,800,766,"4,25",10,DA,1000,952,"4,8",10,DA,Koncentracija anestezioloških gasova,1,"0,66","0,34",1,DA,2,"1,7","0,3",1,DA,3,"2,73","0,27",1,DA,4,"3,66","0,34",1,DA,5,"4,4","0,6",1,DA,
2398/23,2398/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,GE Datex Ohmeda,CARESTATION 750,SQS22340012WA,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,384,4,10,DA,600,570,5,10,DA,800,758,"5,25",10,DA,1000,941,"5,9",10,DA,Koncentracija anestezioloških gasova,1,"0,68","0,32",1,DA,2,"1,63","0,37",1,DA,3,"2,8","0,2",1,DA,4,"3,72","0,28",1,DA,5,"4,6","0,4",1,DA,
2400/23,2400/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,GE Datex Ohmeda,CARESTATION 750,SQS22340011WA,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,193,"3,5",10,DA,400,391,"2,25",10,DA,600,573,"4,5",10,DA,800,760,5,10,DA,1000,948,"5,2",10,DA,Koncentracija anestezioloških gasova,1,"0,83","0,17",1,DA,2,"1,78","0,22",1,DA,3,"2,7","0,3",1,DA,4,"3,67","0,33",1,DA,5,"4,72","0,28",1,DA,
2402/23,2402/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,Flow-i,2972,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,192,4,10,DA,400,385,"3,75",10,DA,600,572,"4,67",10,DA,800,766,"4,25",10,DA,1000,951,"4,9",10,DA,Koncentracija anestezioloških gasova,1,"0,74","0,26",1,DA,2,"1,66","0,34",1,DA,3,"2,6","0,4",1,DA,4,"3,62","0,38",1,DA,5,"4,54","0,46",1,DA,
2330/23,2330/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,FLOW-i,5865,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,190,5,10,DA,400,388,3,10,DA,600,574,"4,33",10,DA,800,766,"4,25",10,DA,1000,948,"5,2",10,DA,Koncentracija anestezioloških gasova,1,"0,74","0,26",1,DA,2,"1,65","0,35",1,DA,3,"2,5","0,5",1,DA,4,"3,61","0,39",1,DA,5,"4,4","0,6",1,DA,
2333/23,2333/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,GE Datex Ohmeda,Aespire,ANCM00712,DA,DA,DA,DA,DA,Volumen,100,93,7,10,DA,200,189,"5,5",10,DA,400,376,6,10,DA,600,562,"6,33",10,DA,800,745,"6,88",10,DA,1000,940,6,10,DA,Koncentracija anestezioloških gasova,1,"0,72","0,28",1,DA,2,"1,56","0,44",1,DA,3,"2,61","0,39",1,DA,4,"3,7","0,3",1,DA,5,"4,58","0,42",1,DA,
2393/23,2393/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,GE Datex Ohmeda,Aespire,ANCM00714,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,384,4,10,DA,600,567,"5,5",10,DA,800,755,"5,63",10,DA,1000,941,"5,9",10,DA,Koncentracija anestezioloških gasova,1,"0,81","0,19",1,DA,2,"1,75","0,25",1,DA,3,"2,74","0,26",1,DA,4,"3,66","0,34",1,DA,5,"4,59","0,41",1,DA,
2336/23,2336/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,FLOW-I,5832,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,192,4,10,DA,400,369,"7,75",10,DA,600,565,"5,83",10,DA,800,743,"7,12",10,DA,1000,930,7,10,DA,Koncentracija anestezioloških gasova,1,"0,66","0,34",1,DA,2,"1,59","0,41",1,DA,3,"2,7","0,3",1,DA,4,"3,66","0,34",1,DA,5,"4,5","0,5",1,DA,
2329/23,2329/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,Flow-i,2974,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,191,"4,5",10,DA,400,385,"3,75",10,DA,600,562,"6,33",10,DA,800,748,"6,5",10,DA,1000,939,"6,1",10,DA,Koncentracija anestezioloških gasova,1,"0,71","0,29",1,DA,2,"1,66","0,34",1,DA,3,"2,4","0,6",1,DA,4,"3,51","0,49",1,DA,5,"4,44","0,56",1,DA,
2331/23,2331/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,GE - General Electric,CARESTATION 750,SQS22340013WA,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,189,"5,5",10,DA,400,381,"4,75",10,DA,600,560,"6,67",10,DA,800,749,"6,38",10,DA,1000,935,"6,5",10,DA,Koncentracija anestezioloških gasova,1,"0,66","0,34",1,DA,2,"1,58","0,42",1,DA,3,"2,7","0,3",1,DA,4,"3,55","0,45",1,DA,5,"4,32","0,68",1,DA,
2395/23,2395/VL/23,6.7.2023.,Završena,Br. 105101-06723-000055 od 08.06.2023.,Komparativna,Redovna,MAQUET,Flow-i,2973,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,194,3,10,DA,400,388,3,10,DA,600,571,"4,83",10,DA,800,770,"3,75",10,DA,1000,947,"5,3",10,DA,Koncentracija anestezioloških gasova,1,"0,77","0,23",1,DA,2,"1,58","0,42",1,DA,3,"2,61","0,39",1,DA,4,"3,69","0,31",1,DA,5,"4,73","0,27",1,DA,
2613/23,2613/VL/23,19.7.2023.,Završena,Narudžbenica od 19.07.2023.,Komparativna,Redovna,DRAGER,FABIUS,ARSF-0076,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,192,4,10,DA,400,383,"4,25",10,DA,600,566,"5,67",10,DA,800,759,"5,13",10,DA,1000,941,"5,9",10,DA,Koncentracija anestezioloških gasova,1,"0,81","0,19",1,DA,2,"1,66","0,34",1,DA,3,"2,7","0,3",1,DA,4,"3,45","0,55",1,DA,5,"4,42","0,58",1,DA,
2735/23,2735/VL/23,17.8.2023.,Završena,Ugovor br. 173/22-2 od 23.09.2023,Komparativna,Redovna,Datex Ohmeda,Aespire,ANCM00713,DA,DA,DA,DA,DA,Volumen,100,94,6,10,DA,200,194,3,10,DA,400,389,"2,75",10,DA,600,582,3,10,DA,800,769,"3,88",10,DA,1000,921,"7,9",10,DA,Koncentracija anestezioloških gasova,1,"0,75","0,25",1,DA,2,"1,71","0,29",1,DA,3,"2,65","0,35",1,DA,4,"3,47","0,53",1,DA,5,"4,45","0,55",1,DA,
2741/23,2741/VL/23,17.8.2023.,Završena,Ugovor br. 173/22-2 od 23.09.2023,Komparativna,Redovna,GE - General Electric,CARESTATION 650 A1,17500011WA,DA,DA,DA,DA,DA,Volumen,100,95,5,10,DA,200,193,"3,5",10,DA,400,382,"4,5",10,DA,600,579,"3,5",10,DA,800,771,"3,62",10,DA,1000,945,"5,5",10,DA,Koncentracija anestezioloških gasova,1,"0,78","0,22",1,DA,2,"1,81","0,19",1,DA,3,"2,71","0,29",1,DA,4,"3,43","0,57",1,DA,5,"4,43","0,57",1,DA,
