Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,7: Zadana vrijednost [mbar],7: Mjerena vrijednost [mbar],7: Greška mjerenja [ % ],7: Dozvoljeno odstupanje  [ ± % ],7: Usklađeno,8: Zadana vrijednost [mbar],8: Mjerena vrijednost [mbar],8: Greška mjerenja [ % ],8: Dozvoljeno odstupanje  [ ± % ],8: Usklađeno,9: Zadana vrijednost [mbar],9: Mjerena vrijednost [mbar],9: Greška mjerenja [ % ],9: Dozvoljeno odstupanje  [ ± % ],9: Usklađeno,10: Zadana vrijednost [mbar],10: Mjerena vrijednost [mbar],10: Greška mjerenja [ % ],10: Dozvoljeno odstupanje  [ ± % ],10: Usklađeno,11: Zadana vrijednost [mbar],11: Mjerena vrijednost [mbar],11: Greška mjerenja [ % ],11: Dozvoljeno odstupanje  [ ± % ],11: Usklađeno,12: Zadana vrijednost [mbar],12: Mjerena vrijednost [mbar],12: Greška mjerenja [ % ],12: Dozvoljeno odstupanje  [ ± % ],12: Usklađeno,Napomena
1556/24,1556/VL/24,30.5.2024.,Završena,Narudzbenica od 23.05.2024.,Komparativna,Prva,IPM CHIRANA,AURA V,1223010042 / 2023,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,195,"2,5",10,DA,400,390,"2,5",10,DA,600,591,"1,5",10,DA,800,779,"2,63",10,DA,1000,948,"5,2",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1555/24,1555/VL/24,30.5.2024.,Završena,Narudzbenica od 23.05.2024.,Komparativna,Prva,IPM CHIRANA,AURA V,1223010041 / 2023,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,195,"2,5",10,DA,400,393,"1,75",10,DA,600,591,"1,5",10,DA,800,788,"1,5",10,DA,1000,956,"4,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1698/24,1698/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDJ-0326,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,398,"0,5",10,DA,600,594,1,10,DA,800,793,"0,88",10,DA,1000,970,3,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1697/24,1697/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDJ-0327,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,197,"1,5",10,DA,400,399,"0,25",10,DA,600,598,"0,33",10,DA,800,795,"0,63",10,DA,1000,967,"3,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1696/24,1696/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDJ-0325,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,394,"1,5",10,DA,600,589,"1,83",10,DA,800,790,"1,25",10,DA,1000,967,"3,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1700/24,1700/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDK-0023,NE,DA,DA,DA,NE,Volumen,100,113,13,10,NE,200,224,12,10,NE,400,448,12,10,NE,600,668,"11,33",10,NE,800,890,"11,25",10,NE,1000,1189,"18,9",10,NE,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1709/24,1709/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASCK-0457,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,394,"1,5",10,DA,600,597,"0,5",10,DA,800,788,"1,5",10,DA,1000,954,"4,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1705/24,1705/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASCK-0459,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,197,"1,5",10,DA,400,398,"0,5",10,DA,600,592,"1,33",10,DA,800,791,"1,13",10,DA,1000,959,"4,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1703/24,1703/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDJ-0324,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,195,"2,5",10,DA,400,390,"2,5",10,DA,600,590,"1,67",10,DA,800,787,"1,63",10,DA,1000,965,"3,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1701/24,1701/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASNJ-0631,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,395,"1,25",10,DA,600,590,"1,67",10,DA,800,786,"1,75",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1699/24,1699/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASNH-0990,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,197,"1,5",10,DA,400,396,1,10,DA,600,594,1,10,DA,800,793,"0,88",10,DA,1000,965,"3,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1702/24,1702/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASCK-0460,NE,DA,DA,DA,NE,Volumen,100,114,14,10,NE,200,229,"14,5",10,NE,400,450,"12,5",10,NE,600,680,"13,33",10,NE,800,921,"15,13",10,NE,1000,901,"9,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1695/24,1695/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDJ-0321,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,398,"0,5",10,DA,600,591,"1,5",10,DA,800,792,1,10,DA,1000,967,"3,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1710/24,1710/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,PRIMUS INFINITY,ASDK-0026,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,196,2,10,DA,400,394,"1,5",10,DA,600,590,"1,67",10,DA,800,794,"0,75",10,DA,1000,953,"4,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1706/24,1706/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDK-0027,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,197,"1,5",10,DA,400,390,"2,5",10,DA,600,589,"1,83",10,DA,800,788,"1,5",10,DA,1000,954,"4,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1707/24,1707/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASDJ-0323,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,397,"0,75",10,DA,600,589,"1,83",10,DA,800,790,"1,25",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1704/24,1704/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASCK-0461,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,195,"2,5",10,DA,400,396,1,10,DA,600,590,"1,67",10,DA,800,792,1,10,DA,1000,956,"4,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1718/24,1718/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASDK-0028,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,195,"2,5",10,DA,400,389,"2,75",10,DA,600,590,"1,67",10,DA,800,794,"0,75",10,DA,1000,954,"4,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1708/24,1708/VL/24,11.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASCK-0458,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,196,2,10,DA,400,394,"1,5",10,DA,600,594,1,10,DA,800,795,"0,63",10,DA,1000,957,"4,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1759/24,1759/VL/24,12.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPE-0005,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,197,"1,5",10,DA,400,394,"1,5",10,DA,600,595,"0,83",10,DA,800,791,"1,13",10,DA,1000,964,"3,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1762/24,1762/VL/24,12.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPE-0013,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,194,3,10,DA,400,395,"1,25",10,DA,600,593,"1,17",10,DA,800,794,"0,75",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1761/24,1761/VL/24,12.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPE-0032,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,395,"1,25",10,DA,600,590,"1,67",10,DA,800,789,"1,38",10,DA,1000,961,"3,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1760/24,1760/VL/24,12.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPE-0009,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,195,"2,5",10,DA,400,394,"1,5",10,DA,600,590,"1,67",10,DA,800,788,"1,5",10,DA,1000,974,"2,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1758/24,1758/VL/24,12.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASCD-0053,NE,DA,DA,DA,DA,Volumen,100,278,178,10,NE,200,452,126,10,NE,400,589,"47,25",10,NE,600,832,"38,67",10,NE,800,1053,"31,62",10,NE,1000,1223,"22,3",10,NE,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,Uredjaju je potrebna zamjena senzora za kisik.
1777/24,1777/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASEN-0085,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,396,1,10,DA,600,592,"1,33",10,DA,800,793,"0,88",10,DA,1000,962,"3,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1775/24,1775/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPD-0447,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,195,"2,5",10,DA,400,396,1,10,DA,600,595,"0,83",10,DA,800,793,"0,88",10,DA,1000,951,"4,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1788/24,1788/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Redovna,DRAGER,OXYLOG 3000,ASDK-0041,NE,DA,DA,DA,NE,Volumen,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,Uredjaj pokazuje tehnicku gresku te nije mogao postizati odredjene tacke za volumen (Potreban 
1787/24,1787/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Redovna,DRAGER,OXYLOG 3000,ASDK-0044,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,197,"1,5",10,DA,400,395,"1,25",10,DA,600,594,1,10,DA,800,793,"0,88",10,DA,1000,951,"4,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1786/24,1786/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASEN-0082,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,197,"1,5",10,DA,400,389,"2,75",10,DA,600,590,"1,67",10,DA,800,793,"0,88",10,DA,1000,967,"3,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1776/24,1776/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA XL,ASEN-0081,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,395,"1,25",10,DA,600,597,"0,5",10,DA,800,791,"1,13",10,DA,1000,969,"3,1",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1774/24,1774/VL/24,13.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,DRAGER,EVITA V500,ASPD-0427,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,395,"1,25",10,DA,600,590,"1,67",10,DA,800,790,"1,25",10,DA,1000,956,"4,4",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1807/24,1807/VL/24,14.6.2024.,Završena,Narudzbenica br. 4500175818 od 06.06.2024.,Komparativna,Prva,MINDRAY,SV 300,GB-04018527,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,396,1,10,DA,600,594,1,10,DA,800,790,"1,25",10,DA,1000,963,"3,7",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1851/24,1851/VL/24,21.6.2024.,Završena,Ugovor br. 10-4785 od 14.06.2024.,Komparativna,Redovna,MAQUET,SERVO-i,95362,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,395,"1,25",10,DA,600,590,"1,67",10,DA,800,789,"1,38",10,DA,1000,945,"5,5",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1972/24,1972/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASCE-0046,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,195,"2,5",10,DA,400,396,1,10,DA,600,591,"1,5",10,DA,800,788,"1,5",10,DA,1000,947,"5,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1986/24,1986/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0083,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,395,"1,25",10,DA,600,597,"0,5",10,DA,800,791,"1,13",10,DA,1000,948,"5,2",10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
1974/24,1974/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0057,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,193,"3,5",10,DA,400,389,"2,75",10,DA,600,590,"1,67",10,DA,800,788,"1,5",10,DA,1000,947,"5,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1946/24,1946/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0047,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,396,1,10,DA,600,595,"0,83",10,DA,800,794,"0,75",10,DA,1000,960,4,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1999/24,1999/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0084,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,395,"1,25",10,DA,600,593,"1,17",10,DA,800,789,"1,38",10,DA,1000,963,"3,7",10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
1992/24,1992/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0082,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,396,1,10,DA,600,597,"0,5",10,DA,800,793,"0,88",10,DA,1000,953,"4,7",10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
1982/24,1982/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0051,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,396,1,10,DA,600,595,"0,83",10,DA,800,792,1,10,DA,1000,950,5,10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
1973/24,1973/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0079,DA,DA,DA,DA,DA,Volumen,100,96,4,10,DA,200,195,"2,5",10,DA,400,397,"0,75",10,DA,600,590,"1,67",10,DA,800,792,1,10,DA,1000,950,5,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1966/24,1966/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,1966/24,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,395,"1,25",10,DA,600,590,"1,67",10,DA,800,789,"1,38",10,DA,1000,962,"3,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1971/24,1971/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0058,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,194,3,10,DA,400,395,"1,25",10,DA,600,592,"1,33",10,DA,800,791,"1,13",10,DA,1000,942,"5,8",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1944/24,1944/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0050,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,197,"1,5",10,DA,400,396,1,10,DA,600,594,1,10,DA,800,794,"0,75",10,DA,1000,957,"4,3",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1945/24,1945/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0059,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,397,"0,75",10,DA,600,595,"0,83",10,DA,800,793,"0,88",10,DA,1000,964,"3,6",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
1984/24,1984/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Prva,DRAGER,EVITA V600,ASPJ-0046,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,397,"0,75",10,DA,600,590,"1,67",10,DA,800,794,"0,75",10,DA,1000,971,"2,9",10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
1964/24,1964/VL/24,25.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0081,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,198,1,10,DA,400,394,"1,5",10,DA,600,591,"1,5",10,DA,800,788,"1,5",10,DA,1000,951,"4,9",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
2012/24,2012/VL/24,26.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0086,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,196,2,10,DA,400,396,1,10,DA,600,592,"1,33",10,DA,800,794,"0,75",10,DA,1000,950,5,10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
2028/24,2028/VL/24,26.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0078,DA,DA,DA,DA,DA,Volumen,100,97,3,10,DA,200,196,2,10,DA,400,396,1,10,DA,600,595,"0,83",10,DA,800,783,"2,13",10,DA,1000,950,5,10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
2027/24,2027/VL/24,26.6.2024.,Završena,Narudzbenica br. 4500176425 od 21.06.2024.,Komparativna,Redovna,DRAGER,EVITA XL,ASBF-0087,DA,DA,DA,DA,DA,Volumen,100,98,2,10,DA,200,195,"2,5",10,DA,400,393,"1,75",10,DA,600,590,"1,67",10,DA,800,782,"2,25",10,DA,1000,935,"6,5",10,DA,Pritisak,200,0,0,10,NE,300,0,0,10,NE,400,0,0,10,NE,500,0,0,10,NE,700,0,0,10,NE,900,0,0,10,NE,
